,timestamp,robot_name,status code,status,xy_coordinate,GPS_coordinate
29,1648560413.995788,tb3_1,0,PENDING,"(-19.137144201395948, -40.46812955338461)","(103.81467860432834, 1.3149966182208865)"
30,1648560414.201007,tb3_1,0,PENDING,"(-19.13714238547148, -40.46812424856707)","(103.81467860449169, 1.3149966186979596)"
31,1648560414.404588,tb3_1,0,PENDING,"(-19.137140569217113, -40.46811894277999)","(103.81467860465506, 1.31499661917512)"
32,1648560414.606482,tb3_1,0,PENDING,"(-19.137138452862906, -40.468112760308216)","(103.81467860484544, 1.3149966197311225)"
33,1648560414.803358,tb3_1,0,PENDING,"(-19.137136635891828, -40.46810745241125)","(103.8146786050089, 1.3149966202084724)"
34,1648560415.003906,tb3_1,0,PENDING,"(-19.137135118468017, -40.46810301957229)","(103.81467860514539, 1.3149966206071266)"
35,1648560415.222667,tb3_1,0,PENDING,"(-19.137133300892792, -40.46809770989547)","(103.8146786053089, 1.3149966210846369)"
36,1648560415.411093,tb3_1,0,PENDING,"(-19.137131482988398, -40.46809239924789)","(103.81467860547242, 1.3149966215622346)"
37,1648560415.610892,tb3_1,0,PENDING,"(-19.13712966475491, -40.46808708762944)","(103.81467860563599, 1.314996622039919)"
38,1648560415.812158,tb3_1,0,PENDING,"(-19.137127846191667, -40.4680817750375)","(103.81467860579957, 1.3149966225176914)"
39,1648560416.016117,tb3_1,0,PENDING,"(-19.13712602729792, -40.468076461468925)","(103.8146786059632, 1.3149966229955516)"
40,1648560416.218336,tb3_1,0,PENDING,"(-19.137123907871025, -40.4680702699327)","(103.81467860615385, 1.3149966235523691)"
41,1648560416.430735,tb3_1,0,PENDING,"(-19.13712268877589, -40.46806670854284)","(103.81467860626351, 1.3149966238726525)"
42,1648560416.624509,tb3_1,0,PENDING,"(-19.13712086898293, -40.46806139223371)","(103.81467860642721, 1.3149966243507587)"
43,1648560416.828949,tb3_1,0,PENDING,"(-19.13711874854711, -40.46805519750991)","(103.81467860661796, 1.314996624907863)"
44,1648560417.026535,tb3_1,0,PENDING,"(-19.13711692810697, -40.468049879099866)","(103.81467860678171, 1.3149966253861585)"
45,1648560417.22499,tb3_1,0,PENDING,"(-19.137115107368043, -40.46804455971923)","(103.81467860694549, 1.3149966258645416)"
